Modified,Initial,Delta
7.077091,6.3297925,0.7472987
7.1484785,6.50915,0.6393285
7.1484785,6.5172844,0.6311941
7.137228,6.6429744,0.49425364
7.201928,6.7241583,0.47776985
7.0157633,6.540887,0.4748764
7.0448446,6.6474056,0.397439
7.2688713,6.895175,0.37369633
7.2635655,6.9260015,0.337564
7.201928,6.8700166,0.33191156
7.1618185,6.8463073,0.31551123
7.0448446,6.7511635,0.29368114
7.201928,6.9157305,0.28619766
7.1111765,6.846301,0.2648754
7.044762,6.8032255,0.24153662
7.0886064,6.8676343,0.22097206
7.0448446,6.8351507,0.20969391
7.1111765,6.923428,0.18774843
7.127278,6.940491,0.18678665
7.1685367,6.987873,0.18066359
7.1012697,6.9663253,0.13494444
7.0497203,6.928532,0.121188164
7.0246773,6.9635873,0.061089993
