Modified,Initial,Delta
7.6921406,6.0975714,1.5945692
7.7449703,6.2388353,1.506135
7.6921406,6.4792914,1.2128491
7.287881,6.166138,1.1217427
7.2894588,6.3662815,0.92317724
7.67875,6.9166236,0.76212645
7.253576,6.583135,0.6704407
7.3996353,6.810103,0.5895324
7.163359,6.576987,0.5863724
7.109482,6.539874,0.56960773
7.0947127,6.547474,0.5472388
7.0327373,6.5323143,0.50042295
7.0402536,6.5684733,0.4717803
7.3774567,6.9372,0.4402566
7.0516815,6.6650767,0.3866048
7.1033335,6.7653418,0.3379917
7.0796313,6.7481494,0.33148193
7.0870748,6.817017,0.27005768
7.1763496,6.908772,0.26757765
7.0648026,6.804976,0.25982666
7.1405144,6.9296155,0.21089888
7.0497203,6.859583,0.19013739
7.0186214,6.903709,0.11491251
