Smiles,pChEMBL_Value
CCCCCCCCCCCCCCCCCCCCCC[C@@]1(C(=O)OCC)CCC[C@H]1OP(=O)([O-])OCC[N+](C)(C)C,5.26
CN(C)C1CCN(Cc2cc3nc(-n4ncc5ccccc54)nc(N4CCOCC4)c3s2)CC1,5.5
CCn1cnc2cnc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)c21,5.92
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)C[C@H]1O)OC,5.82
CC(C)(C)C(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,6.38
CC(C)(c1cc(-c2cnc(N)cc2F)nc(N2CCOCC2)n1)S(C)(=O)=O,6.67
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3)cn2CCN2CCCC2)CC1,6.42
O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,5.89
CC(C)(C)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4.47
NCC(NC(=O)c1cc(-c2c[nH]c3ncccc23)cs1)c1ccccc1,5.96
NC(=O)N1Cc2nc(N)nc(-c3c(Cl)cc(Cl)cc3OCCn3cccn3)c2C1,5.37
CC(=O)Nc1nc(C)c(-c2cnc(S(C)(=O)=O)o2)s1,6.65
CCCN(C)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.6
Cc1cc(C(=O)N(C)C)ccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O,6.52
CCN(Cc1ccncc1)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.68
C[C@@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,5.34
O=c1cc(N2CCOCC2)nc(Cc2nc3c(Br)cccc3o2)[nH]1,6.9
Cc1ccccc1[C@H]1CCCN1C(=O)c1ccc(O)cc1O,5.4
CS(=O)(=O)c1ccc(C(=O)N2CCOc3ccc(-c4ccc5nc[nH]c5c4)cc3C2)c(Br)c1,6.34
O=S(=O)(Nc1cc(-c2ccc3nnccc3c2)cnc1Cl)c1ccc(F)cc1,5.72
N=NCc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,4.8
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2[nH]1,6.47
COc1ccc(S(=O)(=O)Nc2nccc(-c3ccc4nc(NC(C)=O)sc4c3)n2)cc1,5.6
Cn1c(CC(=O)N2CC3(CCOCC3)c3ccccc32)nc(N2CCOCC2)cc1=O,6.97
CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,5.46
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccnc1,5.99
O=C(Nc1cccc(Cl)c1)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.92
c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc4ccccc4c3)nnc1-2,4.54
NC(=O)c1ccc(NCCc2ccc(F)cc2)c2cncnc12,5.32
O=C(CCCn1[se]c2ccccc2c1=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,6.06
Cn1ccc2ccc3c4[nH]c5c(CCCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,5.26
COc1ccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,6.1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cn[nH]c3)cn2CCN2CCC2)CC1,5.66
COc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCNCC2)c(=O)n4C)cn1,6.73
NC(N)=Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,5.7
Nc1cc(N2CCC(c3nc(-c4cccc(F)c4)cn3CCN3CCCC3)CC2)ncn1,6.68
Cn1c(CC(=O)Nc2ccc(F)c(CO)c2)nc(N2CCOCC2)cc1=O,5.71
CCOc1ccccc1C(=O)Nc1ccccc1C(=O)O,4.6
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCCOC2)c(=O)n4C)c(F)n1,6.07
Cc1ccc2oc(Cc3nc(N4CCOCC4)cc(=O)[nH]3)nc2c1,6.63
CC(C)(O)Cn1cc(-c2ccc3c(c2)OCCc2sc(-c4ncnn4CC(F)(F)F)nc2-3)cn1,6.91
CS(=O)(=O)C(F)(F)c1cc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOCC2)n1,6.07
Cc1nc(NC(=O)N2C[C@H](N(C)C)C[C@H]2C(N)=O)sc1-c1csc(C2(C)CC2)n1,5.52
c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CNC4CCC4)cc3)nnc1-2,5.35
Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cn1,5.68
CCNCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,5.96
Cn1c(=O)n([C@H]2CCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,5.47
CCC1CN(c2cc(=O)[nH]c(CC(=O)Nc3ccc(F)cc3)n2)CCO1,6.98
Cn1cnc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,6.62
O=C(c1ccc(O)cc1O)N1CCCC1c1ccccc1,4.85
NC1(C(=O)NC(c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,5.79
N#CCNc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,6.16
Nc1cc(C(F)F)c(-c2nc(N3C4CCC3COC4)cc(N3C4CCC3COC4)n2)cn1,6.19
N#Cc1cc2c(cn1)[nH]c1ncccc12,6.38
Cc1ccc(C(=O)N2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,5.52
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3c(n2)[C@@](C)(CO)OC3)cc1,6.85
Cn1c(CC(=O)Nc2ccc(F)c(C(F)F)c2)nc(N2CCOCC2)cc1=O,6.58
Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4cnn(CCCO)c4)ccc3ncc21,5.64
c1ccc(-c2nnc3n2-c2ccccc2Nc2ccccc2-3)cc1,5.72
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc2ccccc2c1,6.17
Nc1cc(C(F)F)c(-c2cc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)cn1,6.54
CC(C)CS(=O)(=O)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.19
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cc(F)ccc1O,5.19
Cc1nc(-c2nc[nH]n2)ccc1-c1cnc2c(n1)N(CCN1CCOCC1)C(=O)CN2,6.95
CC1SCc2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(Cl)cc4)CC3)c21,6.51
CN(C)CCN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1,6.14
COc1cccc(CNC(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)c1,6.11
CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(=O)O)cn4)n3)c2c1,6.0
Cn1c(CC(=O)N2CC3(CCNCC3)c3ccccc32)nc(N2CCOCC2)cc1=O,6.71
CCS(=O)(=O)C(C)(C)c1cc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOCC2)n1,6.02
CNC(=O)Nc1ccc(-c2nc(CS(=O)(=O)C3CCCCC3)cc(N3CCOC[C@@H]3C)n2)cc1,6.03
CCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNCCCNC(=O)NCCN(CC(N)=O)C(=O)[C@H](CCC(C)C)NC(=O)[C@H](CN)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,6.62
COc1cc(Cl)ccc1-c1cc(C)nc(N)n1,4.57
O=C(c1ccc(F)cc1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.5
CCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CN(CCCCN)C(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(=O)N(CCCCN)CC(N)=O,6.89
O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3n2C2CCCCC2)[nH]1,6.85
CN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2-c2cnc(N)nc2)CC1,6.35
CS(=O)(=O)C1(c2cc(-c3cnc(N)cc3C(F)(F)F)nc(N3CCOCC3)n2)CC1,6.5
C[C@@H]1CO[C@H](C(=O)Nc2ccccc2)CN1c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1,6.58
Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)c(F)cc3ncc21,5.14
COCCNCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.34
NC1(c2ccc(-n3c(-c4ccccn4)nc4ccc(-c5cccc(N6CCOCC6)c5)nc43)cc2)CCC1,5.28
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CC2CCN2)CC1,6.66
Nc1ncccc1-c1nc2cc(Br)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,6.77
Cc1c(C(=O)N2CCOc3ccc(-c4ccc5nc[nH]c5c4)cc3C2)ccc(S(C)(=O)=O)c1F,6.36
Cn1c(CC(=O)Nc2cccc(Br)c2)nc(N2CCOCC2)cc1=O,6.6
COc1cccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,6.85
O=C1C(Nc2cccc(F)c2)=C(Cl)C(=O)c2[nH]ncc21,4.93
COc1ccc2nc3[nH]nc(C)c3c(OC)c2c1,4.94
Nc1ccc(-c2ccc3nc(NC(=O)CCCN4CCCCC4)sc3c2)cn1,6.44
NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccc(Br)cc3-4)cc2)CCC1,6.89
CCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNCCNC(=O)NCCN(CC(N)=O)C(=O)[C@H](CCC(C)C)NC(=O)[C@H](CN)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,6.41
N#Cc1cnn2c(NC3CC3)cc(-n3ccc4ccc(CO)cc43)nc12,6.08
C[C@@H]1SCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)c(F)c4)CC4(N)CC4)CC3)c21,6.6
Cc1cc(-c2ccc(Cl)cc2Cl)nc(N)n1,4.98
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2cc(Cl)ccc21,6.91
C[C@@H]1SCc2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(F)cc4)CC3)c21,5.8
Nc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)Nc3nnc(S(N)(=O)=O)s3)cc2)cc1,4.3
COc1ccc(S(=O)(=O)Nc2cncc(-c3ccc4nc(NC(C)=O)sc4c3)n2)cc1,6.13
N#CCCCOc1cc(Cl)cc(Cl)c1-c1nc(N)nc2c1CN(C(=O)NC1CCC1)C2,5.78
CC(C)(C)CC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,6.47
O=C(c1ccc2c(c1)OCO2)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.16
COc1cc(-c2cc(=O)[nH]c(CC(=O)N3CCc4c(F)cccc43)n2)ccn1,5.52
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C2(C)CC2)n1,6.43
O=c1[nH]c(-c2ccccc2)c(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)nc1Cc1ccc(O)cc1,4.66
CN1CCN(Cc2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)CC1,6.28
CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n(C3CCOCC3)c(=O)n2C)cn1,4.85
CNC(=O)Nc1ccc(-c2nc(CS(=O)(=O)c3ccccc3)cc(N3CCOC[C@@H]3C)n2)cc1,6.96
CCCC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,6.14
Cc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)cc1F,5.62
Cc1nc(NC(=O)N2CC[C@H](C)[C@H]2C(N)=O)sc1-c1csc(C(C)(C)C)n1,6.85
CCCCCCCCCCCCCCCCCCCCO[C@@H]1CCC[C@H]1COP(=O)([O-])OCC[N+](C)(C)C,5.04
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(O)c(Sc3ncn[nH]3)c2)cc1,5.9
N[C@H](COc1cncc(-c2cccc(Nc3ncccn3)c2)c1)Cc1c[nH]c2ccccc12,5.43
CC(C)(C)OC(=O)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.72
N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1cccc2ccccc12,6.49
NC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,4.4
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CC(F)C2)CC1,6.42
Cn1cc(C(CN)Oc2cncc(/C=C/c3ccncc3)c2)c2ccccc21,6.12
CC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1)C(C)C,2.36
CC(=O)Nc1cccc(Nc2nc3ccccc3n2-c2nc(C)nc(N)n2)c1,6.92
Nc1cc(C(F)(F)F)c(-c2nc(N3C4CCC3COC4)cc(N3C4CCC3COC4)n2)cn1,5.48
CC(=O)Nc1nc2ccc(-c3cccnc3)cc2s1,6.3
NC(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,4.92
NC(=O)c1ccc(N[C@@H]2CNCC[C@H]2c2ccc(F)c(Cl)c2)c2cncnc12,5.24
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C(C)(C)C)n1,6.7
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2C2CNC2)CC1,6.17
CCCCCCCCCCCCCCCCCCCCCCOC[C@@H]1CCC[C@H]1OP(=O)([O-])OCC[N+](C)(C)C,5.0
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.6
Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)c3ccc(F)cc3)c2)n1,6.73
OCC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.08
CC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)Nc1ccc(C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCc2ccc3ccccc3c2)C(C)C)cc1,4.44
N[C@H](COc1cncc(/C=C/c2ccnc(NCc3ccccc3)c2)c1)Cc1c[nH]c2ccccc12,6.83
CS(=O)(=O)C(F)c1cc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOCC2)n1,5.61
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)cc1OCC1CCNCC1,6.76
CNC(=O)C1CCN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(N)nc4)nc3n2)CC1,6.17
c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CN4CCOCC4)cc3)nnc1-2,5.8
Nc1cc(C(F)F)c(-c2nc(N3C4COCC3C4)nc(N3C4COCC3C4)n2)cn1,4.75
N[C@H](COc1cncc(C(=O)Nc2ccncc2)c1)Cc1c[nH]c2ccccc12,5.78
CN(C)CCCOc1ccc(CN2CCC(n3cnc4c(N5CCOCC5)nc(-c5cccc(CO)c5)nc43)CC2)cc1,6.52
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(-c2ccccc2F)n1,6.0
CCN(CC)n1c(=O)c(-c2cn[nH]c2)cc2c(C)nc(N)nc21,5.65
Cc1cc(C(=O)N2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)no1,5.54
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)cc1Br,6.88
CC(=O)Nc1nc2ccc(-c3cnc(N)c(C)c3)cc2s1,6.52
N#Cc1c(N)ncnc1NC(CC(F)(F)F)c1nn2cccc2c(=O)n1-c1ccccc1,5.8
CC(=O)Nc1nc(C)c(-c2cnc(Sc3cccnc3)o2)s1,6.55
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1,5.24
Nc1cc(C(F)F)c(-c2nc(N3CC4CCC(C3)O4)nc(N3CC4CCC(C3)O4)n2)cn1,6.2
Cc1cc(COCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)no1,5.68
CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,5.28
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3ccccc3c2)cc1,4.62
O=S(=O)(Nc1cc(-c2ccc3ncc(N4CCC(F)(F)CC4)nc3c2)cnc1Cl)c1ccc(F)cc1,6.72
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3Cl)c2)cnc1N,6.29
C[C@@H]1CC[C@H](C(=O)Nc2ccccc2)CN1c1cc(-c2ccc3c(N)[nH]nc3c2)nc(N)n1,6.49
Nc1ccc(-c2nnc3n2-c2ccccc2Nc2ccccc2-3)cc1,5.75
Cc1cc(C)cc(C(=O)NC(=S)Nc2c(O)cc(C)c(Cl)c2C)c1,4.76
CC(C)NCC(Cc1ccc(F)c(F)c1)C(=O)N1CCN(c2ncnc3c2[C@H](C)SC3)CC1,6.12
CC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)Nc1ccc(C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccccc2)C(C)C)cc1,4.55
C[C@@H](C1CC1)N1Cc2cc(-c3cnc(N)nc3)cc(Cl)c2C1=O,6.2
C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc4c(c3)C(=O)NCCN4)nc2n1,6.42
CS(=O)(=O)c1ccc(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)cc1,5.71
Nc1nc2c(c(-c3c(Cl)cc(Cl)cc3OCCn3cccn3)n1)CN(C(=O)NC1CCC1)C2,6.82
NC(=O)c1ccc(NCCc2cccc(F)c2)c2cncnc12,5.62
Cc1ccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,6.96
O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Br)ccc21,5.52
O=S(=O)(Nc1cc(-c2ccc3ncccc3n2)cnc1Cl)c1ccc(F)cc1,6.11
Nc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,6.92
Cc1ccccc1[C@H]1CCCN1C(=O)c1cc(Cl)c(O)cc1O,6.0
O=S(=O)(Nc1cc(-c2ccc3nccc(N4CCCCC4)c3c2)cnc1Cl)c1ccc(F)cc1,6.3
COc1ccc2nc(NC(=O)CSc3nnc(COc4ccc5c(c4)CCCC5)o3)sc2c1,5.58
N[C@H](COc1cncc(Nc2cccnc2)c1)Cc1c[nH]c2ccccc12,5.67
