comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18,comp19,comp20,comp21,comp22,comp23,comp24,comp25,comp26,comp27,comp28,comp29,comp30,comp31,comp32,comp33,comp34,comp35,comp36,comp37,comp38,comp39,comp40,comp41,comp42,comp43,comp44,comp45,comp46,comp47,comp48,comp49,comp50,comp51,comp52,comp53,comp54,comp55,comp56,comp57,comp58,comp59,comp60
3.5479486383080183,-9.855971906584335,-8.577306927654437,-7.274085193128631,-3.3291334872843237,-5.260119624419427,6.0138091314021995,11.12779050857193,6.044953749112553,5.97057401821792,-2.557524374319429,3.7895490296387893,5.4549749437776445,-4.742760712995704,4.166856780511982,-1.874449577679887,5.890681607487162,6.123398574383412,-5.002534562204916,8.335866321658067,-9.858390965344956,-1.5453249917738303,3.8716210193166596,0.33549267587614895,-4.631899603581719,0.5430755628688285,1.9619827473528075,-5.14584515427317,-0.9343274362284365,-1.0275966425005003,0.16936808072636578,-1.2518647195451629,-2.3389625361787756,-2.1353231664910517,2.325005538262171,0.3753930271100131,-0.13217547482399233,-0.20322922976493196,1.237975169421508,-5.391285594224749,-4.48861616295932,-6.1415492488167,4.769014840790782,-0.9628095899690567,-3.686013365599905,-1.6906213161750199,-2.587503670240185,-1.8192610656085895,-3.669328936689213,-1.2995831187808191,2.0863168347340433,5.336541667730453,-7.635187193277523,1.2369236089411566,-1.8256247819279365,-4.71322619220633,-5.930075804714028,-1.759847382723615,9.615751201277204,-1.3194361369041654
-5.6154445029544116,7.731279013860112,1.220281111792366,4.180530221175051,-12.51396736626785,-2.7200831498307805,-1.5125675310140914,3.846138238286178,-1.0219663245237116,-4.388835348569927,0.9570825354641868,0.9818955236498479,5.447343501158227,-0.5674672379429238,2.980746115303594,2.6707207538759725,4.380510597990572,13.625611908879785,1.042600143738436,6.694435753030154,-4.409127449092273,1.8976628979870376,3.922691969618201,8.746686033011299,-4.683714569873966,0.9192650344668033,0.701633933554523,-4.467492105945289,-1.4855954956803692,-0.9906511741395734,0.5444703740099901,1.4093086608835736,-0.8991374077520211,-1.8206355522666835,-4.723476893395546,-0.36359737538150316,0.5593403984259226,-0.6775691536815587,0.7523218177858613,-2.9960259795380875,-1.3264235345475717,-1.5119813723139515,1.7197781694888334,-0.7217735786937287,-2.467200209718562,-1.0401602294350243,-2.863395128053486,0.36546864619621267,-2.668845844008591,-0.3919806333274491,5.177230949920991,4.166783904355228,-2.088813166319831,-1.0272947100225385,3.158143785664124,1.8937124382608128,1.1418305120661911,2.871721788030907,0.6054857977407679,0.49998814232827804
-3.4379383791449873,4.660073486075651,0.3304590888496228,1.6351561970577957,-3.773397427205629,-0.7967919690373886,-0.30542848326346117,10.705639592367124,1.025991994209988,-5.81097261924993,-0.24912943510448005,-1.8393548712348435,15.151517604161594,0.7503377189204089,6.310291896546834,0.28343136037619066,4.06229673728998,9.057384879244701,4.949157162988992,6.087269770702184,-6.39199094892793,1.7918321125295955,4.495951512160973,7.3332885891300155,-5.463421543127751,-0.8811959243977517,-1.3205318564440631,1.2677390152525478,-1.4568790542795642,2.296854482404292,3.7153005229594562,0.15236875042932166,-1.2817314272663027,-1.7461711907771813,-3.3277211883120437,-0.1816282111724242,-0.38633592279609424,-1.5016226697972481,-2.550646882973482,-1.049069630305376,-0.27540509592783813,-2.5872888989837373,0.8624288185265232,-0.09340504277375139,0.5407991045104382,0.4206826278725575,-3.4761273024427943,2.0816944640432493,-1.298804213536256,-1.2035641420580958,3.419536422996752,1.5167825355887252,-2.3205470065884004,-1.4579985951137402,2.2086109074935867,1.0697640586999506,1.97767405250097,3.2978429572224046,-1.098485384341005,0.7309899912876788
-7.915552662730332,-6.953561094404612,-2.9743554149052107,-10.761447404852634,-5.707969273602776,-5.8792806906963255,6.81158472037154,12.21153025279276,6.595465352076974,6.056549867139816,0.35014546581275974,4.923072496673402,6.576499311368701,-6.353728668606023,4.124601883522898,-0.8568066567911006,4.474024231847209,12.312516234437313,-4.413973245710638,7.944069804706476,-8.247078427733674,-3.1066218547632953,8.018894605821123,-0.3337531690593994,-6.344566652469176,-1.2283209098249843,-0.3633781380876587,-5.396202910932769,-0.1337883273371499,-2.746056455517089,-0.7095314381057214,-1.8089700858027264,0.6902870139336178,1.647099581279633,-1.3710092313958013,3.4462398824722764,-2.92217298412551,-3.1651216164263984,-1.8509534517710369,-5.966903098386226,-1.7125764067902918,-5.911082000004767,4.49818887933482,0.6048185509312656,-5.635802032658345,-4.921481267411272,-1.7205069355411056,-3.3081271557338137,-3.211112525072726,-0.654187604156373,5.743058527144285,6.698999610085887,-7.083839908227999,-1.5481117025005098,0.8730001912436911,-2.781135591933689,-4.240114155425255,-1.3004773468465907,7.7469743046576935,-1.7965070147063076
-8.34278216183621,-5.542123167843775,-8.15829590932724,-10.525969137241118,-5.063338074453986,1.3141888062498794,6.366626581990071,7.237384401634681,10.853121969644638,4.95298450432288,-4.1471352343211345,6.426313798626946,3.1688878314942817,-5.45316310245056,4.638160172592101,-6.571141214746198,3.334602785373162,1.8771985423248427,-9.043677226662735,5.593247836169932,-6.820403106828264,-2.7438408892997503,1.6229280459038329,-2.4505026908521734,0.7773036820212815,-0.9397626524588233,1.3896608874545864,-0.8091900092756429,1.5943754265151684,-2.113366291481439,-0.15220734205625058,-1.165679496634282,-3.0248064454420343,0.5161115701157922,0.6305831862653626,0.3542131373366525,-1.791021807588602,-1.6370844829892963,-0.5640207960298153,-4.108378513320091,-3.084736202381755,-5.442271022540076,1.9550001162820718,-2.066495972383254,-2.675689173229653,-2.287131009733592,-2.9871723396512353,-3.8435008085840603,-3.2888682179592132,-0.8471960318350703,2.505318446797808,2.94474520024197,-4.103986715795738,1.7152349036868704,-2.5542103853109346,-5.541954318839543,-5.640870645692314,-0.3509835991391333,7.623060249232098,-2.1820601353468
-5.051697874409557,-12.460005269992969,-5.604353587755308,-5.302003709971024,-9.705399763902607,-0.9518161825393351,11.462064767004543,10.187965724097522,4.540428637035491,6.462881356275877,-3.5382202254993063,7.616830509041768,8.105519155138843,-6.307201308156796,2.1303146275459337,-5.4871352550937225,6.470742682193207,12.506198786838407,-5.585992158993462,8.74559883208095,-4.143091708718343,-0.5051419579055334,6.281001637306009,0.3288576005729762,-5.076434643704395,-2.5370623823371488,-0.06294545015818354,-5.560207920167374,-0.35391506733944744,-1.027892994046442,1.786733321523244,2.017900470025984,1.000737104067829,-0.8283054991051209,0.9082394045782711,2.6754364864222064,-4.184243750646144,-2.62535767772147,2.192160543594061,-4.3806914379543604,-2.740705021291858,-5.244901843951935,1.6302440087354837,-2.2246176633060752,-5.542011033764743,-1.7475907997188485,-1.0884619074941566,-2.713303313166654,-2.8319993858164674,0.43770791003302983,3.3073895385619525,6.0768138700747745,-8.751930433483095,-0.38190336613991566,-1.7524734939876307,-4.809151928403711,-5.601900328637324,-2.3478698671906977,8.435691652645774,-2.6526121235180065
3.0840274241959786,-3.988821345644037,-8.999151197694957,-15.223639708813785,6.272648926452735,2.257837044258323,8.558210566847809,7.191814634508431,8.587257471779209,7.2557145785059,-0.6153037085871613,8.242310920451157,0.4048497040321916,-5.815236441471488,1.2753894747158472,-1.6333511132013232,-0.612084674856873,9.585524634711664,-8.95296133192379,7.8042845687781055,-5.498970884274554,-1.3355991414055253,-0.1348422971141776,2.0167783392416982,-4.028287625061196,-0.059023235864493095,0.3324096237361681,-0.9090912765786703,0.24188578279895223,-5.547666997575707,0.8254562729809587,0.6730439652173144,3.9191135295224475,-1.2684939506728983,-0.3336736780703815,2.2292816549556482,-4.059901086642833,-1.3010298719301883,7.8776667987898765,-6.900311767065335,-3.2692199831445428,-4.665644475967532,4.0718618554809405,-2.7800933610549894,-5.116052872093819,-0.03049756293210759,-1.3540722453115772,0.7590201484136889,-3.263791096541035,-0.6621372944211141,-0.04568633798271171,6.5885737982967685,-3.679765947141082,4.838930498069508,-2.6393685836929706,-3.702505396087614,-5.871926605634471,-2.127281490037811,5.606323521427788,2.430206765785445
2.240997760997502,7.004705283133923,-6.702987285672459,4.827308069135267,-3.3917720539231997,1.4797423168256452,0.95864334261079,-1.8091488494403116,-2.0089751569990746,-0.7016171553420643,1.8086014058782278,3.313618579751655,7.221187167790576,2.5232603085706664,-1.3612803473038522,2.7943419935863023,1.39916738910321,1.2275590515735062,0.15815253486523512,2.9855385943958916,-0.8584423628161014,4.1492802187838995,-2.336647174783446,1.3422617883801493,-5.167971776275109,2.882564028219405,-0.7769028082905514,-0.32897190743810734,1.815653315516312,-2.233332083984762,0.4045279244285105,2.6018069405894053,3.7820819948382365,-3.2430933267120245,-2.5421304534436975,-0.2560912915399832,4.004062067858072,3.348891677158723,3.0008838408166767,-1.6304334653841361,-3.5212353590109546,-3.5267428404303987,-0.03749663283944508,1.0495412074612522,-1.435063508437399,0.3273945805854673,-1.2539156254257018,-0.4734560358214214,-1.4754286863315649,-1.5986694104420842,-0.5743665075008952,0.25980685681539073,-3.9532489056823374,2.3508483542807705,-0.05519389266204172,-2.638584733195152,-0.6286582018449178,3.3130283711363555,1.39221110977694,-1.668910703003624
-0.3090289685133959,9.961644750362971,0.6848506453819703,-0.6133972313189516,-2.9478728358039117,-4.496622797776729,2.830045443035014,-0.7188284069519637,1.242458096417004,2.766706813257064,-0.9094529115116345,-2.1488195602294518,3.811158012933936,-3.9766873002378165,3.704246420024676,8.7441168180828,-2.212601892370982,8.082910947585614,0.41622802847226253,2.7177723465811976,-1.9410376923770765,1.0471839169650687,1.400325569515409,0.45838982611906776,-2.835352988409626,0.2710837353153304,-0.5605135256882025,-4.873476175579515,1.2441085399236713,-3.0105967598852255,2.9328199913590978,-0.02040128399799107,0.3937580508534484,0.6603469391856225,-2.128596999063085,-1.8421206567856379,0.27794534104822266,2.733441868865862,-0.48341794248169206,-1.6858615064856082,-1.2078976919208682,-1.7022113827927285,2.206046933259625,-1.124706874402383,-0.14584835803275717,0.7517839702505382,-0.2404132206957954,1.3723163122612612,-2.4169014963244506,-0.6598457882161237,1.7885589561808037,1.3486698674012614,-0.033074015635484386,0.9231410806055933,1.2224440582618865,0.8166502647552307,-1.554727776843608,0.012878590022921244,1.9390115489066146,-0.02806036530964523
-8.01078149703097,5.14556668735492,-4.229174910553916,-1.9531998901543315,-5.473063026564149,-1.4737923785124936,0.8338255900678363,2.4290085550134064,2.7803819549574937,-4.177287941904413,1.0849510478120807,-1.991807642219184,3.5576155189900915,1.639361985171782,3.562902277490305,-3.5718571731393465,3.431814535082368,9.153068830334758,0.9591767645184888,8.028070267107992,-4.09138840069074,1.5540693007699549,0.9980344648825503,6.090299037877372,-1.8496535898606679,0.2904242094111281,2.2141443642449254,-3.586889564425408,-0.8138496577763051,0.9232022541624106,1.6724010289520002,0.419954046663044,-3.3971547683469394,-0.4365044968122349,-4.482127447517438,1.9616542983185588,-0.007064376512340431,0.44430871476707756,-0.8393154126841561,-2.4712701492278244,-0.9929081203240514,-2.0934427101565993,2.1109041964733755,1.5581490224048546,-0.6679529797411993,-0.5649352102687772,-0.246544389729757,0.7616945075341957,-3.520783649864365,0.6533737931726593,2.046930356760661,2.7547128322802967,-2.239712658050263,-0.17298329868401913,0.9820557613950669,2.069796795428274,0.29828138336606735,1.5831681304281662,1.4171349290070305,0.27491127520092384
