,naAromAtom,nAromBond,BCUTc-1l,BCUTc-1h,BCUTp-1h,nBondsM,SpMin1_Bhm,SpMin2_Bhm,SpMin3_Bhm,SpMin4_Bhm,SpMax1_Bhv,SpMax2_Bhv,SpMin1_Bhv,SpMax1_Bhe,SpMax3_Bhe,SpMin1_Bhe,SpMin2_Bhe,SpMin4_Bhe,SpMin6_Bhe,SpMax1_Bhp,SpMax2_Bhp,SpMax3_Bhp,SpMin1_Bhp,SpMax1_Bhi,SpMin1_Bhi,SpMin2_Bhi,nAtomP,MDEC-33,MDEN-22,MDEN-23,piPC5,piPC7,piPC8,piPC9,piPC10,TpiPC,R_TpiPCTPC,nTRing,Name
19,0,0,-0.2543054647590462,0.2462994727351105,11.755263401590547,13.0,1.959925348838988,1.8777809612560192,1.7630749016823928,1.4694890905420224,3.9342405161315193,3.8506507736446087,2.034222274486267,4.040645462882505,3.750147612439768,1.9287940788460634,1.871637409511899,1.3899049471460316,0.8982109513507298,4.060813607868196,3.854346231824147,3.661681807982589,2.0183317125994997,4.022695703848389,1.9317535506882721,1.8615638470296638,26,7.211698881775815,1.4657954351961822,0.0,6.030685260261262,6.664409020350408,6.9930151229329605,7.389563953677635,7.6093665379542115,8.852092763477131,7.094416243654822,5.0,116.0
20,0,0,-0.3942103853381461,0.23198204543193685,10.805920675475432,7.0,1.9119509575991083,1.8618436989828997,1.7638637118960092,1.6782608848777891,3.8650056284965197,3.6888329844588,1.946677640752956,3.950535365926201,3.6189781827762686,1.815847761254664,1.7554981026162009,1.5018975507678969,1.0189282736728755,3.8626717751574264,3.6678265711050337,3.4282940734755973,1.968349475869363,3.981743665810221,1.792287059241183,1.7186177960049331,9,6.429155773115228,0.4999999999999999,1.2778862084925449,5.468060141135132,5.817111159963203,6.093569770045137,6.093569770045137,6.2878585601617845,7.8826922062890254,2.912087912087912,5.0,118.0
21,0,0,-0.3182610907337484,0.41684820973586667,10.785138474095328,8.0,1.9421794577081135,1.8738765982994687,1.733090781956066,1.6695763019337964,3.8349415049692737,3.7188808143114884,1.9662152407974445,3.9453938862455287,3.744382883219175,1.8158080476080618,1.793786371753403,1.490796217865075,1.1506045911797955,3.8225618911157535,3.709554850741581,3.6005163567035847,1.967971012968148,3.9884887709627255,1.7876045333073545,1.7482834656194028,11,6.642373604634902,1.4859622151131078,2.1939201875047467,5.749392985908253,6.2633982625916245,6.520621127558696,6.812345094177479,7.055312843339753,8.399760094524142,3.5588470776621297,4.0,114.0
22,0,0,-0.3278952573336549,0.4174321437809441,11.441199122510257,12.0,2.005546061518789,1.914160778732498,1.8831661947826832,1.7818959696720666,3.885690205208044,3.8596285946951534,2.0198057918606533,3.9689565620938954,3.789263931952688,1.924406351607764,1.8561119791351173,1.6049956239109644,1.4525836511201298,3.882118282519719,3.84967433524316,3.669782387688602,2.0210241379510228,4.006907305842448,1.9027924441103719,1.838430102280019,16,13.04014528798156,0.552604724796058,1.5960122665080871,6.214608098422191,6.846943139585379,7.142827401161621,7.438971592395863,7.695757990554762,8.982184278838428,4.0524439918533615,6.0,117.0
23,0,0,-0.3780915479866397,0.2319860846084972,10.665546739829662,7.0,1.911928127829548,1.8617118414075324,1.7625416140141523,1.6742161897604453,3.8655164896071805,3.68883718419801,1.946707206261076,3.9516692303890317,3.618989905284766,1.8158478241848204,1.7555347986362124,1.5015826964638497,1.018928273672881,3.863020616310224,3.6678273051063504,3.4283220721228784,1.968419603757045,3.983790127152285,1.7922864962877905,1.7185437782167698,9,6.429155773115228,0.4999999999999999,1.2778862084925449,5.468060141135132,5.817111159963203,6.093569770045137,6.093569770045137,6.2878585601617845,7.8826922062890254,2.912087912087912,5.0,119.0
24,0,0,-0.30268252630477843,0.2473252364568844,11.181577190486788,9.0,1.9715074428717865,1.9289885300905556,1.7843497276594225,1.7241710785035218,3.852329705440023,3.7882340775763095,1.9937846432882111,3.950522857436754,3.769941692804178,1.8629540226624264,1.8402471319926696,1.5589799942200206,1.2939403160280245,3.8452242024862335,3.779529210963964,3.632698085178097,1.9979859216513691,3.993734463907925,1.8361998494690142,1.811563287379367,12,10.139586213050928,0.5503212081491045,1.5861548576603024,5.8607862234658645,6.326149473155099,6.588926477533518,6.890609120147166,7.105786129481271,8.473450268468321,3.3,5.0,12.0
25,0,0,-0.28123631310137404,0.20112614902586207,10.169644413625717,9.0,1.8932529958124231,1.7670603865934165,1.5788659124231348,1.4973472816921778,3.8195838497129153,3.7314367299767897,1.9412206733239048,3.9546043863926017,3.751364020096588,1.8121197181344584,1.7187108693125206,1.3365329869199911,1.042560365684468,3.799546248489946,3.723182804901709,3.632040519528301,1.9534076550639423,4.005318956686383,1.7774855216734966,1.6808651217040111,22,8.790218955175266,3.4771804835949616,1.953310881199912,5.7651911027848435,6.481577129276432,6.859614903654202,7.0825485693553,7.375882148215011,8.62748154531036,5.638383838383838,5.0,122.0
26,0,0,-0.39310611303186893,0.22473686561463296,10.312132742963264,8.0,1.9430933116500568,1.8543517951774853,1.7887380500071646,1.6664711881199823,3.775890965347738,3.6869247993784144,1.948416794769356,3.9321683314955513,3.748473223248197,1.7809567783583378,1.7435489865220044,1.4436305977409416,1.2126648922126864,3.748472934100471,3.676940853316884,3.5899349625878765,1.9459914544714023,3.984091383391189,1.7413498319413223,1.704276485559039,18,9.588193915684636,3.820238898128741,3.16847333445171,5.752572638825632,6.467698726104354,6.836259277277068,7.180069874302796,7.477038472319696,8.68541582383069,4.4207772795216735,4.0,121.0
27,0,0,-0.3778256277377932,0.43359788139521005,12.943508518556952,8.0,1.928198160983368,1.8357283134358584,1.6429877126184518,1.4922111419239863,4.011123902206719,3.800711571438719,2.0068481720175355,4.1027566262334085,3.7595924512249335,1.891482958851344,1.7395741596978065,1.4463833688450556,1.1129477826345573,4.142712111382574,3.804655951290308,3.5732849483020783,2.0134038297818524,4.08587468837107,1.8824560057651032,1.7642556668520903,14,7.136774078213558,0.727928250960776,0.9879506340125244,5.802118375377063,6.568077911411977,6.9137373506596855,7.152268856032539,7.4448332738921925,8.69751274553952,4.812700964630225,4.0,124.0
28,0,0,-0.3945460522883679,0.16204994220293745,13.308240824611905,9.0,1.9608037510300464,1.867703068832009,1.7940000957833913,1.6605136221240968,3.923181436711943,3.791117636530087,2.042332221701327,4.02979667490777,3.7616458102382464,1.9229978895593849,1.8126457729615515,1.4836432647689548,1.1617604643942319,4.072709662010221,3.8140377182904617,3.6184864595030373,2.0238510445623312,4.0169573440975705,1.926994707744661,1.810415676555161,17,5.520924368103002,1.3103706971044486,0.7952707287670507,5.723585101952382,6.4846352356352535,6.828712071641683,7.0587581525186645,7.367077059881012,8.612503371220562,4.990018148820327,3.0,123.0
29,0,0,-0.3594012905341993,0.4173710216314077,10.981909616255717,8.0,1.953339011416968,1.929989492977079,1.8988512338943742,1.7310602774576715,3.880162019677414,3.727262604131009,1.9759989740113009,3.9689667089605964,3.7896251504663607,1.8655297306307,1.80347218245523,1.6239515395432256,1.2971802949836206,3.8712322814303657,3.7149349865130414,3.633021096081648,1.9820246633201744,4.0052673297594765,1.8492592286710317,1.7554826938188257,11,9.981382351440072,0.8693105392124663,1.760955402756461,5.883322388488279,6.391917113392602,6.670766320845875,6.965080345601407,7.237778191923442,8.552946361122055,3.3169014084507036,5.0,120.0
30,0,0,-0.37809286878933296,0.28879029398851924,11.822529103016107,7.0,1.8786228619495269,1.803848859141764,1.7268026255813311,1.577307985984262,3.870697604842841,3.7436484967400463,1.892191717518596,3.9472105383128238,3.624992099910023,1.8166480062550756,1.643497171332842,1.4094979158225156,1.018928273672878,3.8756491005324416,3.7894250748854814,3.4261633298606835,1.8903727478952157,3.973147780177429,1.8009889465936872,1.6159844117430968,9,8.499225649106528,0.0,0.7071067811865476,5.488937726156687,5.872117789475416,6.093569770045137,6.180016653652572,6.398594934535207,7.944846711001996,2.9841269841269837,5.0,125.0
31,0,0,-0.2806196790945798,0.2452676478735741,11.641280105498652,13.0,1.8935046819111765,1.8638697333832048,1.6485470468470969,1.6318609399412383,3.9316664614034447,3.8112803890281546,2.0219344683970366,4.039090425940622,3.7630628568669247,1.911925713547128,1.810760356364869,1.5006625360413626,1.183328024691906,4.062731915728498,3.803672237080464,3.6355139466766913,1.9835606090625608,4.0200700409157255,1.9272368055823328,1.7872373419037075,28,7.133844977205176,2.1067436736322165,1.7697645979915575,5.973809611869261,6.6450909695056435,6.99117688712121,7.296413268773919,7.667158255319147,8.84505705350085,6.240107913669065,5.0,126.0
32,0,0,-0.3130436728546159,0.2567331428913268,11.633225745206115,11.0,1.9321568904833089,1.8179063959574675,1.675875100847774,1.599094299549154,3.8287480622249817,3.706130125698352,1.971311363299013,3.954105400750121,3.7506260510833767,1.8427564752227967,1.7506964704202808,1.4411058328972546,1.0438197893142038,3.8139237463610423,3.689066556894565,3.6675318853971053,1.9896209140045007,3.995641510585569,1.811728132362704,1.7106656796241144,16,9.127876987101118,1.6983813295649528,2.1122788921121742,5.817111159963203,6.3421214187211525,6.633318433280377,6.883462586413093,7.149131598557407,8.476371196895983,4.523091423185674,5.0,128.0
33,0,0,-0.3786104133652344,0.26462248090045315,10.473344465519006,6.0,1.9016765494139387,1.8084535628158511,1.7635290080491897,1.7349865931005812,3.818261564158129,3.6903963855576984,1.9877962404130531,3.940960449004909,3.72881097356424,1.8511062123737323,1.671374111119987,1.4936057732422643,1.046879894667598,3.801308589324267,3.6803912348622423,3.5215372938465093,2.013899426655656,3.986854555140179,1.8193331697420263,1.6198571371752093,15,10.03996888031951,1.9827032282500945,2.5557724169850897,5.805134968916487,6.48768401848461,6.810142450115137,7.145984467714388,7.380879035564116,8.639233817325263,4.089790007241128,6.0,127.0
34,0,0,-0.27059055461245457,0.2021846108190502,11.597918413734558,11.0,1.8599885405970245,1.7482656145728859,1.585530474653874,1.5379629586841026,3.8695008183498363,3.6638298522293975,1.9106421506418163,3.9872902313368175,3.7309987174578,1.7898464712538509,1.6888645713185797,1.3266939490778855,1.237811463022023,3.852122665186279,3.642160110580997,3.5331144452990184,1.9331364037505687,4.032396022161216,1.7591557853058328,1.6414613897635428,27,10.673155557423794,5.894729867137142,3.2245492881950897,5.971261839790463,6.876264611890766,7.350516171833997,7.703910209616311,8.074960359115856,9.158204617555654,6.518543956043956,6.0,129.0
35,0,0,-0.37809166721301823,0.2322690152989212,10.650671687494283,7.0,1.89262756037475,1.8652497694728352,1.7658544285837443,1.6702666769375818,3.8730568784081854,3.6904373133501736,1.9478344110192347,3.9601391492588474,3.6070782781974535,1.8152507359419487,1.7564158436848551,1.4812852889006718,1.0189282736728775,3.8669334507985926,3.666841171078887,3.4042007539283263,1.9692144688025082,3.990579104021447,1.7947155479356507,1.7163045525104634,9,8.317986655534117,0.4999999999999999,1.189207115002721,5.497168225293202,5.82600010738045,6.115892125483033,6.077642243349033,6.306275286948017,7.902487437162856,2.9476553980370768,5.0,131.0
36,0,0,-0.3778309097708796,0.2762311188277119,12.681947287150711,9.0,1.989527617359164,1.9451494574433403,1.856818295057585,1.648171881550904,3.939392469491773,3.7764490262511035,2.0529044292641743,4.048949687579084,3.7581944036927126,1.930005346207384,1.824238408748932,1.6129944168641543,1.290105345256708,4.084981392352392,3.7929801968081565,3.629746922949389,2.023395310250116,4.031019634353871,1.9391656163694917,1.8047474566146449,20,6.543197969720187,1.3103706971044486,0.7952707287670507,5.805134968916487,6.536691597591305,6.835184586147301,7.136483208590247,7.40671073017764,8.65956043270316,4.775476387738193,4.0,130.0
37,0,0,-0.29869925723348795,0.28394458908277864,11.285365295221776,13.0,2.0090202059943083,1.947863379004549,1.8932611687218277,1.8455179627222449,3.887849795258246,3.8326657933751296,2.0170840703978445,3.955663899113605,3.8005713773324223,1.929709513184681,1.8237891014007668,1.6917696700832774,1.2736409110193805,3.886504285810585,3.8244081667627294,3.741050352242876,2.0168849077230178,3.987847129857223,1.9081880464026657,1.7913312733698197,19,8.57094234839165,0.367048714291616,0.8984502826998612,6.113682179832232,6.6758232216348485,7.020190708311925,7.2305631534092925,7.464509834636527,8.80086724247048,4.613620569840167,7.0,13.0
38,0,0,-0.37743465454411307,0.2764488104295003,11.208115136887395,8.0,1.9499868945961227,1.8561312755345665,1.7040860602852257,1.6276052711057738,3.864096184339601,3.7091969359981487,1.9878014635487864,3.9735954969032616,3.649838779579321,1.8789411160602996,1.730790568765732,1.4347524594470518,1.1036941693491622,3.85096659195615,3.7008459294639016,3.428739118812428,1.9985822677399692,4.015857962341237,1.851566279048757,1.6946397062437946,19,8.419545789144154,2.10342850959544,1.940169103102007,5.855071922202427,6.664409020350408,7.047517221357295,7.312553498102599,7.646353722445999,8.82776136765472,5.707112970711298,5.0,133.0
39,0,0,-0.3182610907337484,0.41684820973586667,10.785138474095328,8.0,1.9421794577081135,1.8738765982994687,1.733090781956066,1.6695763019337964,3.8349415049692737,3.7188808143114884,1.9662152407974445,3.9453938862455287,3.744382883219175,1.8158080476080618,1.793786371753403,1.490796217865075,1.1506045911797955,3.8225618911157535,3.709554850741581,3.6005163567035847,1.967971012968148,3.9884887709627255,1.7876045333073545,1.7482834656194028,11,6.642373604634902,1.4859622151131078,2.1939201875047467,5.749392985908253,6.2633982625916245,6.520621127558696,6.812345094177479,7.055312843339753,8.399760094524142,3.5588470776621297,4.0,132.0
40,0,0,-0.3780852959874208,0.2332772587824492,9.720889743938695,7.0,1.9533132993324185,1.8398062518096885,1.6919526391218875,1.5184485567380368,3.816705563159294,3.6639407881725834,1.9600654684596837,3.8897920085923,3.6140532799272185,1.8619743853807835,1.725933325585455,1.3279975697976532,1.0189282736728764,3.815527358494341,3.635308080389373,3.4084393062987752,1.9738950863289932,3.919977450198989,1.8417661449468103,1.6811177078061277,11,6.135779204024959,1.1905507889761495,1.1905507889761495,5.272999558563747,5.3706380281276624,5.602118820879701,5.631211781821365,5.843544417031361,7.52294091807237,2.9919093851132685,3.0,134.0
41,0,0,-0.31586394823706965,0.17333856063126676,11.166487927219,9.0,1.9706177733264936,1.9429284783538523,1.922039371389652,1.685056462712588,3.8555210358678313,3.7860832683958296,1.9901484442820947,3.9539076083327673,3.7846541830245455,1.8623890726242915,1.8401904582282649,1.5697004559654328,1.2239103101115572,3.8484936550261577,3.7788709901982585,3.6718757932701784,1.9918498915654457,3.997661925511763,1.8358825681774216,1.808780234969292,12,9.623876264808873,0.8357748465023129,1.574354742718564,5.8607862234658645,6.3473892096560105,6.5998704992128365,6.898714534329987,7.105786129481271,8.476996001664824,3.482233502538071,5.0,135.0
42,0,0,-0.3514544422147457,0.20204739671938493,11.676758734039655,10.0,1.9056099810324967,1.8431855088166045,1.7506288599649515,1.7060869937238403,3.851511153126736,3.680487119943179,1.9509850254871888,3.9788657434316654,3.7588526518113414,1.7935625084979503,1.7615942601142869,1.5413255566456918,1.0687211260161609,3.831085095908623,3.6696590285092,3.5700916696766183,1.9607131531996551,4.025817869617476,1.7517645732190357,1.7261563582225952,25,9.777830527185015,4.110154659376196,3.005210580077778,6.040254711277415,6.827629234502852,7.29505641646263,7.649216319820633,8.035602692918582,9.119977931895793,5.885953608247423,6.0,136.0
43,0,0,-0.3145513583097467,0.4174222696100367,11.315104280918973,11.0,1.998079053550757,1.9119782623390464,1.8713786967311383,1.781620669669188,3.879533462956096,3.8574422948640983,2.0166657777385093,3.968531357374204,3.784483498707247,1.9154587235748344,1.8556773543900633,1.6029714905446273,1.4525836511201269,3.8732989381296385,3.847991385213728,3.6541177834963903,2.019577832905761,4.00701917091941,1.8913523648098765,1.8380931115459411,13,12.512202204168444,0.552604724796058,1.5960122665080871,6.180016653652572,6.720220155135295,7.020190708311925,7.329749689041513,7.594381242551818,8.884610231886873,3.833775889537971,6.0,137.0
44,0,0,-0.3217583279717164,0.10978832746051803,11.32427149394314,11.0,2.021540453137289,1.9329741362932056,1.8717935482517385,1.6751686241826462,3.917243015133955,3.7711178005353423,2.037564324353436,3.9838734359892207,3.7561147956063263,1.9557984757020292,1.827592571527784,1.4762334069362404,0.9079585984499174,3.9130337710551237,3.7756110951286095,3.708880787217276,2.039872642991547,4.011557870485881,1.932635491897991,1.802731893517084,22,7.8508128860193755,0.33333333333333337,0.0,6.025865973825314,6.838405200847343,7.2305631534092925,7.666221925662725,7.893945138235959,9.0595174822416,7.954671600370027,5.0,138.0
45,0,0,-0.3285234711462296,0.2389547658064607,13.288502175129931,12.0,1.9564375410204664,1.875976767947941,1.6316328621593013,1.6183390729356295,3.9351362212045777,3.77820457498356,1.9476977212728768,3.9852716692090047,3.807419464771826,1.851780277769521,1.8197034791695663,1.4699779915718625,1.2891474596112282,3.9638049959815183,3.7835511894201272,3.737838908957241,1.9403419902474195,4.004803925707896,1.8294182775188783,1.7995615869030297,21,14.495787432785953,1.7789378707511962,0.0,5.961005339623274,6.651571873589728,7.011213987350367,7.284134806195206,7.561641745588781,8.816111895794005,5.282915360501566,6.0,139.0
46,0,0,-0.3711177396486285,0.24753180506988914,11.68325480455384,13.0,1.9182435564510008,1.88288644151272,1.6623766013759709,1.6083263714380882,3.923494104516872,3.870428375238189,2.0182487859751355,4.033103814261022,3.7207996051986334,1.904534098845674,1.8487370334179096,1.4514261005030664,1.1041987989391966,4.055948690706308,3.903909225243821,3.5985636048705443,1.9835215969101545,4.010370036642271,1.9200268865442531,1.8336033722446332,28,7.580675882854147,2.217157644290676,0.0,5.978885764901122,6.694562058521094,6.9930151229329605,7.29505641646263,7.653969180478773,8.846496938558838,6.512652296157451,5.0,140.0
47,0,0,-0.34240920597602337,0.12393593215130312,10.320902668658595,13.0,2.022971484507594,1.9167774913095967,1.8184716160217496,1.754046606890221,3.9211915444115903,3.87736155503314,2.025413251577725,3.970052364053737,3.773560561842929,1.9582082059446544,1.8193308773756849,1.5919606746573212,1.258949107637002,3.9216975037462607,3.877967115242708,3.669676321236008,2.0221194101970794,3.991101094231011,1.9405242569407808,1.7987821611015629,19,9.16151877257735,0.2924017738212866,0.0,6.089044875446847,6.759255270663693,7.116394144093465,7.4413203897176174,7.625595072132453,8.912203841620544,6.746363636363636,7.0,14.0
48,0,0,-0.30233625325511176,0.23474906620054695,11.024847551091671,9.0,1.9523309914019555,1.9388196009633856,1.830012008649557,1.7464606527630706,3.869490379835304,3.7485922856674763,1.9794392692592833,3.9553870071889436,3.75261433855254,1.86422556321055,1.8141300491916887,1.5948761104980862,1.2382385270385816,3.864351944253525,3.7325380764802523,3.623137157187516,1.988819686405736,3.994270951485262,1.845102561409052,1.7703071308174638,11,10.271880674102247,0.5984084805885755,1.7146594070385748,5.817111159963203,6.285998094508865,6.569481420414296,6.844815479208263,7.109062135687172,8.448914350662942,3.4155084125822968,4.0,141.0
49,0,0,-0.37809365948649387,0.2319218314597642,11.180539798612642,10.0,1.9881726678585812,1.8624284658340016,1.7785961755575743,1.747202650336156,3.9219983723147287,3.7069338018531415,1.9747427173021117,3.990189361400154,3.7243218702690206,1.9107196334783665,1.7611211290405304,1.5633443129282971,1.0189282736728753,3.91868070118568,3.6955938754427793,3.6186392179461055,1.9659958693029431,4.020704624987508,1.8928624041548818,1.7207535916976768,15,8.526470436197739,0.8254818122236568,1.8531440115813982,5.958424693029783,6.6385677891665225,7.029087564149663,7.300472814267799,7.617267813628348,8.826441041782578,5.453162530024018,6.0,142.0
50,0,0,-0.3781374846892097,0.09739510954415756,10.670930765701364,11.0,1.942749620112001,1.9165054148131813,1.8378967855454018,1.7598624848956277,3.8953960143878565,3.877085569186112,1.9625272569151413,3.9748744820260615,3.777574474487968,1.86771723150114,1.8191163955662768,1.5920440428545155,1.2756891987555892,3.888409140839099,3.8774812778449648,3.6611229669031538,1.9644583344531568,4.006725957814599,1.8466247958368882,1.7984966395006228,17,10.015410456424023,1.11903458992738,0.5685497465101075,6.061456918928018,6.687108607866515,7.035268599281098,7.167809184316443,7.487733761436443,8.790573479157159,4.782387190684134,8.0,143.0
51,0,0,-0.3781130701503159,0.21567997113754045,12.755770078235486,8.0,1.9446005070301529,1.885300963446621,1.834082185599886,1.6784685853599282,3.8730284381562514,3.783414258208009,1.9514107843938209,3.974090591148199,3.773346948642366,1.803493729148312,1.7622516099365195,1.5340845586971703,1.2498614994900206,3.8950291909231742,3.797996222710788,3.621672716589517,1.9514004225173824,4.01232457971225,1.7748388271319142,1.7078731668161105,18,7.567904558995077,0.944940787421155,2.544043356986301,6.001414877961151,6.831953565565856,7.278628942320683,7.5480289699350145,7.9483852851118995,9.06184036365774,4.807027328499722,8.0,145.0
52,0,0,-0.301715832251505,0.2895447864060269,10.883128171178486,9.0,1.950634962753586,1.9192340276023883,1.8909728250994915,1.7480705362674551,3.85883732021909,3.746189094616184,1.9803530172612156,3.9549524341574296,3.7721131955325817,1.8382207653703837,1.8132498028065425,1.6585334428675649,1.238130659233847,3.848990215757765,3.728862508648058,3.6257948336301715,1.9893242600745744,3.9947376406526183,1.8193691134968117,1.7701790735891867,11,10.271880674102247,0.5984084805885755,1.7146594070385748,5.823045895483018,6.293419278846482,6.583409222158765,6.86171134048073,7.138073034044348,8.464425125877582,3.367897727272727,5.0,146.0
